idempresa,flag_salesforce,provincia_principal,ciudad_principal,region
102777849,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50739521,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102199341,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102636819,true,Edo. de México,Calimaya,I24_MX          Lista #01           MXN
50689028,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50723775,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102217056,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50441748,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50564228,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50910663,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50651549,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50665815,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
50885188,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50371383,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50842576,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102614800,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102665756,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102189937,true,Ciudad de México,Venustiano Carranza,I24_MX          Lista #01           MXN
51066958,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102273006,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
50538053,true,Edo. de México,Tecámac,I24_MX          Lista #01           MXN
102540357,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102736053,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50478016,true,Ciudad de México,Azcapotzalco,I24_MX          Lista #01           MXN
50742491,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
102739399,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
50700417,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50615169,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50994676,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51196202,true,Ciudad de México,Emiliano Zapata,I24_MX          Lista #01           MXN
50715830,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50696022,true,Edo. de México,Cuautitlán Izcalli,I24_MX          Lista #01           MXN
102329051,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102212801,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
51227728,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51256850,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50574490,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51303478,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51187898,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50340511,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51016592,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102767226,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102618296,true,Ciudad de México,Cuernavaca,I24_MX          Lista #01           MXN
50468348,true,Ciudad de México,Huixquilucan,I24_MX          Lista #01           MXN
50615907,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50348801,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
51049886,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102331219,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51022975,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102788207,true,Ciudad de México,Xochimilco,I24_MX          Lista #01           MXN
102644022,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50537939,true,Jalisco,Zapotlanejo,I24_MX          Lista #01           MXN
51206446,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102435137,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50340377,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50744088,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50952495,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50984084,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50547454,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
50355058,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51304304,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50830934,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50743330,true,Edo. de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102672470,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
51306174,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50733112,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51385578,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50415541,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51168659,true,Edo. de México,Ecatepec de Morelos,I24_MX          Lista #01           MXN
51284076,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50549030,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51003983,true,Edo. de México,Ecatepec de Morelos,I24_MX          Lista #01           MXN
50416958,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50711901,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50597360,true,Ciudad de México,Xochimilco,I24_MX          Lista #01           MXN
50669239,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50987342,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50503918,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50672911,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
51386838,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102726311,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51338278,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50618076,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50614955,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
51266773,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50689423,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51283582,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50795667,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
50752496,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50462153,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51362854,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102695486,true,Edo. de México,Cuautitlán Izcalli,I24_MX          Lista #01           MXN
51001175,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
102703119,true,Edo. de México,Lerma,I24_MX          Lista #01           MXN
102638387,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
102317019,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
50525610,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51311889,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102239429,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50904519,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50768254,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50762432,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102706151,true,Ciudad de México,Iztapalapa,I24_MX          Lista #01           MXN
50713613,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102787279,true,Ciudad de México,Iztapalapa,I24_MX          Lista #01           MXN
102492956,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51062950,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50589844,true,Edo. de México,Azcapotzalco,I24_MX          Lista #01           MXN
51254183,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51172203,true,Edo. de México,San Mateo Atenco,I24_MX          Lista #01           MXN
102244599,true,Edo. de México,Valle de Bravo,I24_MX          Lista #01           MXN
50974857,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102705879,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50674685,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102651678,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102703129,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50900161,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
582691,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50810032,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50618551,true,Ciudad de México,La Magdalena Contreras,I24_MX          Lista #01           MXN
50592840,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51374977,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
50358288,true,Ciudad de México,Xochimilco,I24_MX          Lista #01           MXN
50576365,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50802295,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51068782,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50368201,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50793942,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50596024,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50696311,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50357860,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51184960,true,Ciudad de México,Huixquilucan,I24_MX          Lista #01           MXN
50357784,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50766962,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50624107,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102330783,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
51000767,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50511842,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50529320,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51242767,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102728857,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102391411,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102664038,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50525412,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50430463,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
51104282,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
102211865,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
50992176,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
51014295,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
51229770,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50774566,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50914471,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
102759746,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50919094,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50959374,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51108364,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50472789,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50934940,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50765659,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50960750,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
102422543,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50453456,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
51361975,true,Edo. de México,Lerma,I24_MX          Lista #01           MXN
51383818,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51160082,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50560557,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50345714,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50695258,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50740741,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51090986,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50623761,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102773807,true,Ciudad de México,Iztapalapa,I24_MX          Lista #01           MXN
50644588,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
102737105,true,Edo. de México,Cuautitlán Izcalli,I24_MX          Lista #01           MXN
102657232,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
51388078,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50844946,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50575844,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50461127,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50909281,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
102203607,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50415471,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
102403133,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102640719,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102774751,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51153912,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50686101,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50996774,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50795363,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50425868,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
102333781,true,Edo. de México,Ocoyoacac,I24_MX          Lista #01           MXN
102397222,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
50775878,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50564269,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102448390,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50866729,true,Ciudad de México,Azcapotzalco,I24_MX          Lista #01           MXN
102716405,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102443020,true,Ciudad de México,Xochimilco,I24_MX          Lista #01           MXN
102652648,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50645609,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102773681,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
51262212,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
51097399,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
102696040,true,Edo. de México,Ocoyoacac,I24_MX          Lista #01           MXN
102226883,true,Edo. de México,Lerma,I24_MX          Lista #01           MXN
50781397,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
102689296,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51343980,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50862524,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51009060,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50997820,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50910386,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51104956,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50415201,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102550083,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50358997,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50969580,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50349209,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51354546,true,Edo. de México,Jilotepec,I24_MX          Lista #01           MXN
51034256,true,Ciudad de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
578680,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
50661424,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50416992,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50601568,true,Ciudad de México,Azcapotzalco,I24_MX          Lista #01           MXN
50980368,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102509651,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102442886,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50829892,true,Ciudad de México,Iztacalco,I24_MX          Lista #01           MXN
50688733,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
102415111,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50530920,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50827316,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50521253,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102724541,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51231784,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50775984,true,Ciudad de México,Iztapalapa,I24_MX          Lista #01           MXN
102779924,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
102464087,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
102438854,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50830518,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50772129,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50564572,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
102637933,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
51173288,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50507927,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50877707,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
50750246,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
102712705,true,Ciudad de México,Tláhuac,I24_MX          Lista #01           MXN
50450630,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50355482,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50731583,true,Edo. de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50528861,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51240727,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
50531669,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102468548,true,Edo. de México,Tultitlán,I24_MX          Lista #01           MXN
50927363,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102548326,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102601587,true,Edo. de México,Lerma,I24_MX          Lista #01           MXN
50341024,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50557284,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102693534,true,Ciudad de México,La Magdalena Contreras,I24_MX          Lista #01           MXN
51348778,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102699766,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50671854,true,Ciudad de México,Azcapotzalco,I24_MX          Lista #01           MXN
50571577,true,Ciudad de México,El Marqués,I24_MX          Lista #01           MXN
50646384,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50920528,true,Ciudad de México,Venustiano Carranza,I24_MX          Lista #01           MXN
102601873,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51035984,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50356793,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50854524,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50659469,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50845575,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
50815349,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
51125465,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
51098137,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50356715,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102407800,true,Edo. de México,Cuautitlán Izcalli,I24_MX          Lista #01           MXN
50414122,true,Ciudad de México,Huixquilucan,I24_MX          Lista #01           MXN
50606141,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50898649,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50516209,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102779421,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50931607,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102768616,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50772910,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
50592595,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50948379,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50482398,true,Ciudad de México,Huixquilucan,I24_MX          Lista #01           MXN
51180315,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
102692914,true,Edo. de México,Tlalnepantla de Baz,I24_MX          Lista #01           MXN
618975,true,Ciudad de México,Xochimilco,I24_MX          Lista #01           MXN
50749397,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51316868,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102790563,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51356010,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51203176,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102600111,true,Ciudad de México,Iztapalapa,I24_MX          Lista #01           MXN
102793022,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50830458,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
102411442,true,Edo. de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102641547,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50557603,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50602377,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50752902,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102715461,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50730964,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
50779817,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
51298074,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50468034,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50764082,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50349967,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
102700636,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50987971,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
571937,true,Edo. de México,Huehuetoca,I24_MX          Lista #01           MXN
51358641,true,Ciudad de México,Huixquilucan,I24_MX          Lista #01           MXN
50352270,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50574934,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50538247,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51200147,true,Edo. de México,Tlalnepantla de Baz,I24_MX          Lista #01           MXN
50558911,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50953031,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
50630047,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
102517366,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51250044,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51018831,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102766810,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51285808,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51307169,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50574984,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102466686,true,Ciudad de México,Tizayuca,I24_MX          Lista #01           MXN
102600519,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
50564330,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
50666750,true,Ciudad de México,Xochimilco,I24_MX          Lista #01           MXN
102619542,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50999811,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
51278085,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50729807,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51341540,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
102678650,true,Ciudad de México,Iztapalapa,I24_MX          Lista #01           MXN
50516415,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50447028,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
102467242,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
102773769,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102735275,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50716049,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50797162,true,Jalisco,Tonalá,I24_MX          Lista #01           MXN
50736689,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50395172,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50908559,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51080910,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50580765,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
51026123,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
559475,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50559707,true,Edo. de México,Benito Juárez,I24_MX          Lista #01           MXN
102542566,true,Ciudad de México,Xochimilco,I24_MX          Lista #01           MXN
51237032,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50524725,true,Ciudad de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
102559472,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51169037,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
50678768,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50771798,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50730750,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50747847,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
